,file,xmin,ymin,xmax,ymax,confidence,class
573,tpt_img295.jpg,245,209,416,520,0.96,2
574,tpt_img295.jpg,232,497,307,617,0.93,0
575,tpt_img295.jpg,379,133,451,218,0.93,6
576,img1175.jpg,444,290,589,550,0.96,2
577,img1175.jpg,548,226,606,301,0.93,6
578,img1175.jpg,427,548,466,620,0.87,0
579,img8665.jpg,395,214,460,278,0.92,6
580,img8665.jpg,422,438,480,514,0.91,0
581,img8665.jpg,420,275,448,443,0.9,2
582,img8665.jpg,533,214,567,277,0.76,4
583,tpt_img10.jpg,296,115,329,181,0.93,6
584,tpt_img10.jpg,292,520,331,578,0.91,0
585,tpt_img10.jpg,379,166,391,197,0.7,4
586,img5799.jpg,230,340,889,624,0.96,2
587,img5799.jpg,883,479,1031,639,0.92,0
588,img5799.jpg,109,312,245,411,0.88,6
589,img966.jpg,362,377,778,515,0.96,2
590,img966.jpg,775,439,888,523,0.95,0
591,img966.jpg,285,388,376,462,0.93,6
592,img966.jpg,300,240,372,283,0.81,4
593,tpt_img542.jpg,326,267,435,493,0.96,2
594,tpt_img542.jpg,304,213,352,271,0.92,6
595,tpt_img542.jpg,417,490,474,554,0.91,0
596,tpt_img542.jpg,384,222,413,253,0.76,4
597,img4554.jpg,461,827,560,946,0.93,0
598,img4554.jpg,445,462,523,543,0.9,6
599,img4554.jpg,462,544,506,836,0.89,2
600,img1452.jpg,1165,1077,1882,3106,0.96,2
601,img1452.jpg,893,496,1607,1091,0.92,6
602,img1452.jpg,1688,3074,2004,3598,0.92,0
603,img10036.jpg,267,203,340,594,0.94,2
604,img10036.jpg,266,125,373,203,0.94,6
605,img10036.jpg,257,588,329,693,0.91,0
606,img10036.jpg,497,118,537,227,0.85,4
607,img6594.jpg,240,390,858,626,0.96,2
608,img6594.jpg,72,308,248,456,0.95,6
609,img6594.jpg,877,538,1013,650,0.88,0
610,img6594.jpg,138,163,332,254,0.81,4
611,img6594.jpg,134,155,189,213,0.77,4
612,img3628.jpg,267,362,396,583,0.96,2
613,img3628.jpg,337,324,413,363,0.92,6
614,img3628.jpg,276,580,346,637,0.89,0
615,img3628.jpg,508,0,697,353,0.75,2
616,img9563.jpg,274,281,523,593,0.96,2
617,img9563.jpg,205,586,319,674,0.93,0
618,img9563.jpg,489,222,563,307,0.92,6
619,img9563.jpg,622,264,671,333,0.91,4
620,img162.jpg,0,177,608,899,0.96,2
621,img162.jpg,381,0,645,191,0.94,6
622,img9907.jpg,243,242,436,430,0.96,2
623,img9907.jpg,207,425,275,495,0.93,0
624,img9907.jpg,362,187,443,245,0.93,6
625,img9523.jpg,424,237,673,868,0.96,2
626,img9523.jpg,613,122,719,249,0.93,6
627,img9523.jpg,412,548,476,649,0.87,0
628,img9523.jpg,265,533,324,619,0.83,0
629,img5651.jpg,259,101,952,590,0.97,2
630,img5651.jpg,868,0,1146,172,0.95,6
631,img5651.jpg,176,407,355,576,0.9,0
632,img629.jpg,333,525,549,853,0.95,2
633,img629.jpg,474,384,603,529,0.94,6
634,img629.jpg,309,830,440,895,0.85,0
635,img629.jpg,771,549,829,610,0.84,4
636,img7103.jpg,401,474,557,841,0.94,2
637,img7103.jpg,497,821,665,997,0.92,0
638,img7103.jpg,261,285,496,498,0.92,6
639,img9069.jpg,504,314,726,493,0.96,2
640,img9069.jpg,526,484,597,576,0.91,0
641,img5467.jpg,504,590,559,1010,0.92,2
642,img5467.jpg,488,489,591,588,0.9,6
643,img5467.jpg,448,975,563,1100,0.9,0
644,img5467.jpg,609,538,642,581,0.83,4
645,img317.jpg,284,294,615,605,0.96,2
646,img317.jpg,537,485,672,661,0.93,0
647,img317.jpg,170,288,302,381,0.9,6
648,tpt_img844.jpg,205,141,340,578,0.97,2
649,tpt_img844.jpg,156,62,249,149,0.95,6
650,tpt_img844.jpg,246,566,304,637,0.89,0
651,tpt_img844.jpg,326,123,344,156,0.77,4
652,img7723.jpg,246,134,473,519,0.97,2
653,img7723.jpg,226,514,357,672,0.93,0
654,img7723.jpg,228,26,391,142,0.92,6
655,img7723.jpg,627,63,700,161,0.88,4
656,img4540.jpg,230,166,381,526,0.96,2
657,img4540.jpg,221,94,312,168,0.92,6
658,img4540.jpg,123,482,242,546,0.9,0
659,img4540.jpg,465,129,530,162,0.79,4
660,img4540.jpg,388,153,419,177,0.73,4
661,img1848.jpg,240,195,465,548,0.98,2
662,img1848.jpg,297,114,375,202,0.92,6
663,img1848.jpg,412,541,513,625,0.91,0
664,img1848.jpg,507,169,552,202,0.7,4
665,img4837.jpg,357,592,895,725,0.94,2
666,img4837.jpg,232,662,380,812,0.93,6
667,img4837.jpg,888,502,1010,630,0.91,0
668,img4837.jpg,244,477,302,524,0.71,4
669,img7406.jpg,186,180,952,543,0.96,2
670,img5499.jpg,0,271,342,841,0.96,2
671,img5499.jpg,259,840,387,983,0.95,6
672,img5499.jpg,179,106,356,292,0.93,0
673,img5499.jpg,59,825,126,989,0.87,4
674,img570.jpg,344,338,414,426,0.96,6
675,img570.jpg,689,360,772,416,0.91,0
676,img570.jpg,409,368,692,394,0.82,2
677,img7604.jpg,405,78,659,683,0.96,2
678,img7604.jpg,392,675,478,790,0.92,0
679,img7604.jpg,594,0,709,83,0.91,6
680,img6573.jpg,486,130,569,658,0.95,2
681,img6573.jpg,508,45,603,151,0.93,6
682,img6573.jpg,498,667,592,769,0.93,0
683,img6573.jpg,715,21,768,85,0.89,4
684,img1655.jpg,447,277,777,876,0.96,2
685,img1655.jpg,429,844,585,1022,0.92,0
686,img1655.jpg,675,73,895,291,0.91,6
687,img701.jpg,283,214,553,540,0.97,2
688,img701.jpg,222,85,386,214,0.93,6
689,img701.jpg,308,530,452,660,0.91,0
690,img701.jpg,527,98,584,151,0.79,4
691,img7758.jpg,193,111,484,502,0.97,2
692,img7758.jpg,166,485,281,579,0.89,0
693,img7758.jpg,428,8,570,124,0.87,6
694,img1829.jpg,188,151,347,505,0.96,2
695,img1829.jpg,303,87,387,159,0.93,6
696,img1829.jpg,146,500,236,582,0.92,0
697,img1829.jpg,405,166,434,202,0.85,4
698,img3282.jpg,281,231,415,470,0.94,2
699,img3282.jpg,350,195,421,232,0.91,6
700,img3282.jpg,291,466,333,512,0.9,0
701,img9040.jpg,330,0,587,502,0.97,2
702,img9040.jpg,321,495,430,628,0.88,0
703,img2874.jpg,1112,885,1928,2446,0.96,2
704,img2874.jpg,1661,254,2329,935,0.94,6
705,img2874.jpg,1003,2390,1511,2980,0.93,0
706,img2874.jpg,2650,1079,2843,1348,0.85,4
707,img1348.jpg,387,187,873,259,0.95,2
708,img1348.jpg,279,142,395,261,0.94,6
709,img1348.jpg,867,176,1007,292,0.91,0
710,img3505.jpg,300,201,664,357,0.96,2
711,img3505.jpg,475,141,568,201,0.92,6
712,img3505.jpg,239,345,336,423,0.91,0
713,img6700.jpg,420,304,651,603,0.96,2
714,img6700.jpg,613,203,715,316,0.96,6
715,img6700.jpg,393,595,472,697,0.93,0
716,img6700.jpg,776,281,834,380,0.89,4
717,img9489.jpg,184,267,499,517,0.97,2
718,img9489.jpg,432,206,531,268,0.92,6
719,img9489.jpg,214,509,292,609,0.92,0
720,img9489.jpg,636,276,692,353,0.84,4
721,img8682.jpg,410,248,936,559,0.94,2
722,img8682.jpg,238,265,411,438,0.94,6
723,img8682.jpg,784,120,895,242,0.9,0
724,img8682.jpg,763,541,910,657,0.76,0
725,img494.jpg,189,458,338,585,0.95,6
726,img494.jpg,332,386,789,523,0.95,2
727,img494.jpg,778,305,938,444,0.92,0
728,img494.jpg,157,225,330,284,0.78,4
729,img9565.jpg,426,201,749,547,0.96,2
730,img9565.jpg,746,414,914,570,0.93,0
731,img9565.jpg,333,161,440,269,0.93,6
732,img2301.jpg,134,491,313,869,0.97,2
733,img2301.jpg,138,397,230,492,0.93,6
734,img2301.jpg,125,866,262,1009,0.93,0
735,img2301.jpg,341,383,396,457,0.9,4
736,img5629.jpg,495,125,534,536,0.93,2
737,img5629.jpg,472,26,573,128,0.92,6
738,img5629.jpg,502,535,564,621,0.91,0
739,img5629.jpg,722,41,779,160,0.85,4
740,img8899.jpg,353,364,459,426,0.94,2
741,img8899.jpg,375,343,418,367,0.9,6
742,img8899.jpg,335,421,369,453,0.88,0
743,img8899.jpg,462,300,482,328,0.76,5
744,img4395.jpg,57,243,459,581,0.98,2
745,img4395.jpg,199,574,268,676,0.93,0
746,img4395.jpg,403,176,483,244,0.91,6
747,tpt_img157.jpg,213,10,380,554,0.96,2
748,tpt_img157.jpg,204,540,288,653,0.91,0
749,tpt_img157.jpg,343,0,415,18,0.86,6
750,img7891.jpg,69,127,278,517,0.93,2
751,img7891.jpg,145,368,226,414,0.92,0
752,img7891.jpg,175,45,277,138,0.89,6
753,img9653.jpg,285,217,960,741,0.97,2
754,img9653.jpg,149,277,294,404,0.95,6
755,img9653.jpg,960,661,1086,769,0.89,0
756,img9653.jpg,197,5,271,88,0.87,4
757,img4891.jpg,154,141,299,246,0.95,6
758,img4891.jpg,180,239,282,588,0.94,2
759,img4891.jpg,235,561,363,703,0.92,0
760,img6687.jpg,615,175,879,766,0.97,2
761,img6687.jpg,632,749,733,890,0.93,0
762,img6687.jpg,578,72,707,172,0.9,6
763,img5688.jpg,208,214,362,410,0.96,2
764,img5688.jpg,288,169,358,214,0.92,6
765,img5688.jpg,199,405,233,455,0.89,0
766,img41.jpg,465,268,545,349,0.93,6
767,img41.jpg,535,278,956,322,0.93,2
768,img41.jpg,941,216,1094,335,0.92,0
769,img41.jpg,530,93,559,119,0.82,4
770,img6077.jpg,443,191,745,651,0.96,2
771,img6077.jpg,403,620,579,833,0.92,0
772,img6077.jpg,659,0,826,197,0.92,6
773,img8944.jpg,175,287,392,567,0.95,2
774,img8944.jpg,191,169,359,301,0.94,0
775,img8944.jpg,379,503,485,615,0.93,6
776,img1546.jpg,134,260,751,400,0.94,2
777,img1546.jpg,725,363,855,509,0.94,0
778,img7696.jpg,218,240,838,398,0.95,2
779,img7696.jpg,830,307,970,439,0.93,0
780,img7696.jpg,100,315,230,413,0.89,6
781,img7639.jpg,313,0,751,415,0.97,2
782,img7639.jpg,198,278,316,429,0.94,6
783,img7639.jpg,749,328,884,453,0.93,0
784,img7639.jpg,246,13,320,76,0.84,4
785,img9066.jpg,450,91,634,438,0.96,2
786,img9066.jpg,588,7,662,105,0.93,6
787,img9066.jpg,513,433,610,540,0.93,0
788,img9066.jpg,751,9,795,103,0.88,4
789,img6983.jpg,436,235,946,404,0.96,2
790,img6983.jpg,942,322,1068,458,0.94,6
791,img6983.jpg,302,340,434,439,0.91,0
792,img3900.jpg,199,398,867,556,0.96,2
793,img3900.jpg,77,410,221,514,0.95,6
794,img3900.jpg,757,292,848,416,0.89,0
795,img3900.jpg,135,218,218,261,0.83,4
796,img6683.jpg,389,354,618,837,0.98,2
797,img6683.jpg,552,255,660,355,0.93,6
798,img6683.jpg,489,834,596,951,0.92,0
799,img6683.jpg,742,274,784,383,0.87,4
800,img3333.jpg,313,428,881,572,0.95,2
801,img3333.jpg,205,474,321,586,0.94,6
802,img3333.jpg,868,460,990,593,0.92,0
803,img3333.jpg,208,264,323,331,0.75,4
804,img3333.jpg,320,394,360,427,0.71,4
805,img1086.jpg,413,101,466,328,0.94,2
806,img1086.jpg,386,48,455,104,0.92,6
807,img1086.jpg,432,329,477,376,0.88,0
808,tpt_img33.jpg,354,228,417,278,0.93,0
809,tpt_img33.jpg,225,329,305,422,0.92,0
810,tpt_img33.jpg,262,157,613,370,0.84,2
811,tpt_img33.jpg,359,178,572,242,0.78,2
812,tpt_img33.jpg,381,0,578,87,0.77,2
813,img5161.jpg,565,0,818,468,0.96,2
814,img5161.jpg,724,453,881,616,0.93,6
815,img5161.jpg,470,481,546,574,0.83,4
816,img5161.jpg,462,482,553,664,0.81,4
817,img2206.jpg,338,389,660,852,0.97,2
818,img2206.jpg,535,241,725,391,0.92,6
819,img2206.jpg,439,841,574,975,0.91,0
820,img2139.jpg,137,126,494,303,0.95,2
821,img2139.jpg,60,285,192,381,0.93,0
822,img2139.jpg,378,62,495,141,0.92,6
823,img1738.jpg,276,347,521,939,0.97,2
824,img1738.jpg,274,244,370,352,0.92,6
825,img1738.jpg,278,932,385,1038,0.9,0
826,img1738.jpg,450,333,474,400,0.87,4
827,img6159.jpg,329,122,433,742,0.94,2
828,img6159.jpg,201,0,395,131,0.93,6
829,img6159.jpg,381,717,520,853,0.9,0
830,img8009.jpg,289,251,423,508,0.96,2
831,img8009.jpg,344,164,481,255,0.94,6
832,img8009.jpg,274,505,364,599,0.93,0
833,img5068.jpg,492,179,918,257,0.95,2
834,img5068.jpg,352,151,496,303,0.94,6
835,img5068.jpg,917,134,1074,286,0.93,0
836,img5068.jpg,393,144,459,169,0.77,4
837,img9421.jpg,456,266,601,550,0.96,2
838,img9421.jpg,421,189,505,266,0.93,6
839,img9421.jpg,513,548,582,651,0.91,0
840,img9421.jpg,628,182,661,291,0.84,4
841,img7131.jpg,476,639,566,1085,0.95,2
842,img7131.jpg,500,532,600,639,0.93,6
843,img7131.jpg,633,554,687,681,0.88,4
844,tpt_img132.jpg,255,240,363,467,0.97,2
845,tpt_img132.jpg,298,169,379,246,0.95,6
846,tpt_img132.jpg,244,457,349,521,0.92,0
847,tpt_img132.jpg,468,231,487,261,0.79,4
848,tpt_img72.jpg,256,132,415,535,0.97,2
849,tpt_img72.jpg,377,51,435,132,0.92,6
850,tpt_img72.jpg,281,511,338,608,0.91,0
851,img5138.jpg,299,479,379,592,0.94,0
852,img5138.jpg,277,77,396,180,0.92,6
853,img5138.jpg,318,168,355,482,0.9,2
854,img5138.jpg,620,37,699,110,0.9,4
855,tpt_img209.jpg,282,548,341,624,0.94,0
856,tpt_img209.jpg,292,211,358,575,0.94,2
857,img8188.jpg,114,152,383,556,0.97,2
858,img8188.jpg,282,50,353,156,0.93,6
859,img8188.jpg,99,551,170,655,0.91,0
860,img8188.jpg,447,141,485,195,0.9,4
861,img8188.jpg,390,163,406,202,0.74,4
862,img8471.jpg,404,406,783,891,0.97,2
863,img8471.jpg,328,279,465,425,0.94,6
864,img8471.jpg,584,885,674,971,0.89,0
865,img8471.jpg,574,210,652,338,0.83,4
866,img8471.jpg,578,274,654,338,0.74,4
867,img6156.jpg,201,185,419,423,0.98,2
868,img6156.jpg,258,104,362,188,0.93,6
869,img6156.jpg,182,415,249,512,0.92,0
870,img2047.jpg,242,104,477,433,0.96,2
871,img2047.jpg,349,371,462,437,0.93,0
872,img2047.jpg,416,42,499,116,0.93,6
873,img9174.jpg,457,158,788,478,0.91,0
874,img9174.jpg,588,0,690,168,0.77,3
875,img4892.jpg,213,403,296,675,0.96,2
876,img4892.jpg,197,339,262,405,0.92,6
877,img4892.jpg,224,673,291,746,0.92,0
878,img6804.jpg,297,381,394,458,0.94,6
879,img6804.jpg,306,457,392,793,0.91,2
880,img6804.jpg,228,750,309,806,0.9,0
881,img6804.jpg,493,384,546,469,0.83,4
882,img783.jpg,315,237,550,447,0.96,2
883,img783.jpg,414,167,533,241,0.93,6
884,img783.jpg,260,427,321,485,0.9,0
885,img313.jpg,443,295,714,853,0.97,2
886,img313.jpg,447,144,607,298,0.92,6
887,img313.jpg,432,833,531,896,0.72,0
888,img8864.jpg,599,157,774,687,0.95,2
889,img8864.jpg,563,36,685,162,0.94,6
890,img8864.jpg,623,683,741,793,0.9,0
891,img6956.jpg,408,362,759,660,0.95,2
892,img6956.jpg,710,244,868,396,0.95,6
893,img6956.jpg,350,636,477,806,0.92,0
894,img6956.jpg,829,394,891,462,0.9,4
895,img9017.jpg,97,98,374,663,0.97,2
896,img9017.jpg,146,3,253,101,0.92,6
897,img9017.jpg,102,653,202,700,0.77,0
898,img5669.jpg,253,258,548,504,0.96,2
899,img5669.jpg,237,491,312,569,0.91,0
900,img5669.jpg,398,201,508,277,0.9,6
901,img8877.jpg,236,73,466,257,0.96,2
902,img8877.jpg,393,258,470,327,0.92,0
903,img8877.jpg,408,0,502,77,0.9,6
904,img1019.jpg,329,263,811,528,0.96,2
905,img1019.jpg,161,221,347,353,0.95,6
906,img1019.jpg,804,392,953,568,0.94,0
907,img1019.jpg,207,98,376,174,0.87,4
908,img1460.jpg,317,137,580,472,0.98,2
909,img1460.jpg,335,0,493,140,0.94,6
910,img1460.jpg,515,90,581,167,0.89,4
911,img1460.jpg,311,465,400,561,0.88,0
912,img1931.jpg,912,672,2099,3242,0.97,2
913,img1931.jpg,1195,1,1770,724,0.94,6
914,img1931.jpg,915,3194,1553,3791,0.91,0
915,img1931.jpg,2226,639,2338,792,0.73,4
916,img9829.jpg,247,222,580,968,0.97,2
917,img9829.jpg,235,956,390,1157,0.92,0
918,img9829.jpg,348,15,530,225,0.91,6
919,img9829.jpg,796,8,898,220,0.83,4
920,img3646.jpg,411,154,551,375,0.95,2
921,img3646.jpg,349,74,495,172,0.94,6
922,img3646.jpg,470,369,550,460,0.9,0
923,img8181.jpg,293,82,396,175,0.94,6
924,img8181.jpg,302,340,434,438,0.92,0
925,img8181.jpg,318,170,355,348,0.91,2
926,img5989.jpg,168,190,264,598,0.93,2
927,img5989.jpg,115,74,262,194,0.92,6
928,img5989.jpg,213,590,324,697,0.89,0
929,img5989.jpg,431,188,515,258,0.85,4
930,img7173.jpg,274,124,372,445,0.96,2
931,img7173.jpg,263,31,370,133,0.94,6
932,img7173.jpg,313,445,360,501,0.9,0
933,img1939.jpg,198,402,894,632,0.95,2
934,img1939.jpg,30,343,213,508,0.95,6
935,img1939.jpg,881,455,1030,572,0.9,0
936,img5284.jpg,571,178,752,642,0.96,2
937,img5284.jpg,531,619,657,772,0.94,0
938,img5284.jpg,701,49,820,185,0.93,6
939,img5284.jpg,961,118,1064,303,0.89,4
940,img430.jpg,207,191,416,432,0.96,2
941,img430.jpg,295,101,435,201,0.92,6
942,img430.jpg,279,420,364,491,0.89,0
943,img175.jpg,250,126,400,266,0.96,6
944,img175.jpg,400,142,962,269,0.94,2
945,img175.jpg,929,219,1057,357,0.93,0
946,img175.jpg,251,0,420,54,0.85,4
947,img6968.jpg,337,358,408,517,0.96,2
948,img6968.jpg,348,517,384,552,0.9,0
949,img6968.jpg,390,338,416,357,0.89,6
950,img10063.jpg,421,489,789,688,0.97,2
951,img10063.jpg,346,509,433,629,0.92,6
952,img10063.jpg,740,435,853,557,0.92,0
953,img3722.jpg,1129,1057,1933,2758,0.97,2
954,img3722.jpg,1285,2723,1568,3278,0.94,0
955,img3722.jpg,933,566,1412,1100,0.93,6
956,img3722.jpg,2155,468,2412,1254,0.87,4
957,img4663.jpg,421,206,648,584,0.96,2
958,img4663.jpg,407,575,494,683,0.91,0
959,img4663.jpg,600,173,676,210,0.88,6
960,img7985.jpg,500,202,660,378,0.93,2
961,img7985.jpg,443,372,611,503,0.92,0
962,img7985.jpg,611,155,681,220,0.74,6
963,img3901.jpg,722,351,793,427,0.94,0
964,img3901.jpg,369,352,441,436,0.92,6
965,img3901.jpg,436,389,723,429,0.89,2
966,img3006.jpg,368,331,501,399,0.93,2
967,img3006.jpg,362,397,389,424,0.84,0
968,img8483.jpg,221,225,273,271,0.9,2
969,img8483.jpg,218,267,242,296,0.85,0
970,img3582.jpg,421,498,559,729,0.95,2
971,img3582.jpg,384,723,587,931,0.93,0
972,tpt_img777.jpg,357,361,505,526,0.93,0
973,img5649.jpg,287,92,319,212,0.91,2
974,img5649.jpg,296,204,358,273,0.89,0
975,img7875.jpg,310,313,898,506,0.96,2
976,img7875.jpg,164,258,319,401,0.95,6
977,img7875.jpg,883,396,1083,550,0.93,0
978,img7875.jpg,312,163,368,209,0.83,4
979,img7875.jpg,162,0,315,35,0.73,4
980,img3125.jpg,1104,966,1613,2183,0.96,2
981,img3125.jpg,1372,2176,1681,2488,0.92,0
982,img3125.jpg,1380,721,1641,994,0.92,6
983,img3125.jpg,2056,940,2122,1058,0.78,4
984,img2203.jpg,293,317,651,680,0.98,2
985,img2203.jpg,449,180,569,326,0.94,6
986,img2203.jpg,259,670,417,832,0.91,0
987,img2203.jpg,710,232,776,301,0.88,4
988,img2203.jpg,573,339,613,382,0.83,4
989,img6832.jpg,248,397,360,498,0.95,2
990,img6832.jpg,256,497,290,527,0.89,0
991,img9638.jpg,224,491,542,674,0.95,2
992,img9638.jpg,151,590,228,699,0.92,6
993,img9638.jpg,461,595,599,720,0.92,0
994,img1559.jpg,466,518,706,662,0.96,2
995,img1559.jpg,452,472,553,579,0.94,0
996,img5476.jpg,733,135,906,305,0.95,0
997,img5476.jpg,289,177,410,344,0.95,6
998,img5476.jpg,408,222,741,290,0.94,2
999,img5476.jpg,352,114,373,134,0.72,4
1000,img2356.jpg,304,368,920,666,0.96,2
1001,img2356.jpg,114,360,328,555,0.95,6
1002,img2356.jpg,904,299,1061,484,0.92,0
1003,img2356.jpg,26,137,96,199,0.72,4
1004,img7187.jpg,344,175,672,791,0.97,2
1005,img7187.jpg,413,42,540,184,0.93,6
1006,img7187.jpg,366,782,519,896,0.92,0
1007,tpt_img726.jpg,147,250,252,366,0.95,6
1008,tpt_img726.jpg,242,284,485,389,0.94,2
1009,tpt_img726.jpg,482,232,586,407,0.92,0
1010,tpt_img726.jpg,221,196,262,229,0.83,4
1011,img776.jpg,571,314,755,480,0.95,2
1012,img776.jpg,561,476,613,544,0.93,0
1013,img776.jpg,622,252,682,320,0.91,6
1014,img776.jpg,750,252,777,291,0.85,4
1015,img2369.jpg,946,626,1550,3130,0.94,2
1016,img2369.jpg,650,116,1180,679,0.93,6
1017,img2369.jpg,1463,3072,1855,3390,0.92,0
1018,img2369.jpg,1487,215,1699,592,0.87,4
1019,img4319.jpg,474,251,628,604,0.96,2
1020,img4319.jpg,500,177,600,252,0.93,6
1021,img4319.jpg,587,587,692,688,0.91,0
1022,img4334.jpg,451,117,605,533,0.95,2
1023,img4334.jpg,401,494,627,635,0.95,0
1024,img4334.jpg,465,41,572,147,0.91,6
1025,img2722.jpg,284,122,387,549,0.94,2
1026,img2722.jpg,219,35,349,128,0.93,6
1027,img2722.jpg,201,400,301,447,0.89,0
1028,img2722.jpg,490,50,566,124,0.78,4
1029,img6073.jpg,482,363,849,526,0.94,2
1030,img6073.jpg,396,459,491,552,0.91,6
1031,img6073.jpg,416,267,519,319,0.74,4
1032,img8725.jpg,540,131,616,229,0.93,6
1033,img8725.jpg,544,219,592,658,0.91,2
1034,img8725.jpg,526,654,579,757,0.9,0
1035,img8725.jpg,654,167,692,205,0.82,4
1036,img2238.jpg,495,342,650,510,0.92,0
1037,img2238.jpg,1,263,622,508,0.85,2
1038,img7906.jpg,19,346,248,529,0.95,6
1039,img7906.jpg,202,220,786,421,0.95,2
1040,img7906.jpg,764,103,907,266,0.93,0
1041,img7906.jpg,0,275,100,343,0.89,4
1042,img7744.jpg,150,204,351,507,0.97,2
1043,img7744.jpg,274,152,335,206,0.93,6
1044,img7744.jpg,229,506,270,552,0.87,0
1045,img517.jpg,334,235,491,469,0.96,2
1046,img517.jpg,330,463,401,519,0.89,0
1047,img517.jpg,441,200,508,235,0.89,6
1048,img2147.jpg,221,302,605,880,0.97,2
1049,img2147.jpg,144,146,309,313,0.94,6
1050,img2147.jpg,425,875,575,1007,0.9,0
1051,img2147.jpg,540,221,621,366,0.8,4
1052,img8924.jpg,532,266,608,505,0.95,2
1053,img8924.jpg,517,507,579,552,0.92,0
1054,img8924.jpg,553,217,595,268,0.91,6
1055,img8138.jpg,329,536,571,810,0.95,0
1056,img8138.jpg,516,469,1196,739,0.9,2
1057,img9018.jpg,303,472,495,669,0.96,6
1058,img9018.jpg,438,252,693,529,0.94,2
1059,img9018.jpg,649,113,752,293,0.93,0
1060,img9018.jpg,152,234,233,304,0.87,4
1061,img8862.jpg,221,105,956,498,0.97,2
1062,img8862.jpg,33,390,227,588,0.94,6
1063,img8862.jpg,944,222,1105,402,0.93,0
1064,img8862.jpg,23,215,254,290,0.87,4
1065,img6258.jpg,242,202,340,327,0.95,6
1066,img6258.jpg,470,187,506,300,0.83,4
1067,img6258.jpg,228,322,326,488,0.82,2
1068,img4685.jpg,210,337,346,483,0.95,6
1069,img4685.jpg,905,385,1029,507,0.94,0
1070,img4685.jpg,341,386,915,489,0.92,2
1071,img4685.jpg,216,81,407,143,0.87,4
1072,tpt_img196.jpg,362,144,418,555,0.94,2
1073,tpt_img196.jpg,340,65,398,149,0.94,6
1074,tpt_img196.jpg,390,558,431,629,0.9,0
1075,img9814.jpg,633,247,878,525,0.96,6
1076,img9814.jpg,571,506,755,899,0.95,2
1077,img9814.jpg,1019,375,1110,602,0.9,4
1078,img3150.jpg,1126,3005,1648,3541,0.93,0
1079,img3150.jpg,1147,617,1454,3041,0.92,2
1080,img5811.jpg,354,273,785,602,0.97,2
1081,img5811.jpg,238,486,356,629,0.93,6
1082,img5811.jpg,769,499,857,600,0.88,0
1083,img5811.jpg,365,115,402,147,0.71,4
1084,img1502.jpg,430,152,667,674,0.96,2
1085,img1502.jpg,305,50,484,198,0.94,6
1086,img1502.jpg,603,649,716,753,0.92,0
1087,img8604.jpg,309,227,423,381,0.94,2
1088,img8604.jpg,269,181,354,247,0.93,6
1089,img8604.jpg,387,375,498,483,0.86,0
1090,img1528.jpg,485,597,578,784,0.94,0
1091,img1528.jpg,472,0,692,124,0.84,6
1092,img6587.jpg,108,1,535,555,0.96,2
1093,img6587.jpg,100,535,311,698,0.9,0
1094,img7741.jpg,415,344,741,546,0.96,2
1095,img7741.jpg,718,273,800,378,0.94,6
1096,img7741.jpg,359,517,427,631,0.92,0
1097,img7741.jpg,816,439,844,471,0.78,4
1098,img360.jpg,1389,587,2086,2772,0.96,2
1099,img360.jpg,1164,2674,1495,3193,0.92,0
1100,img360.jpg,1254,130,1757,606,0.92,6
1101,img2762.jpg,283,214,373,316,0.95,2
1102,img2762.jpg,243,310,353,395,0.91,0
1103,tpt_img584.jpg,136,354,339,699,0.94,2
1104,tpt_img584.jpg,36,263,209,387,0.9,6
1105,tpt_img584.jpg,252,231,346,314,0.79,4
1106,img3508.jpg,493,179,722,747,0.96,2
1107,img3508.jpg,488,725,605,844,0.91,0
1108,img3508.jpg,874,107,908,177,0.89,4
1109,img3508.jpg,618,43,760,178,0.88,6
1110,img4611.jpg,305,257,398,556,0.94,2
1111,img4611.jpg,310,161,464,261,0.94,6
1112,img4611.jpg,283,547,369,684,0.93,0
1113,img4611.jpg,601,265,665,319,0.86,4
1114,img9806.jpg,348,225,398,356,0.95,2
1115,img9806.jpg,380,199,410,228,0.93,6
1116,img9806.jpg,340,353,378,409,0.92,0
1117,img3710.jpg,347,442,510,475,0.93,2
1118,img3710.jpg,339,470,380,510,0.9,0
1119,img6243.jpg,385,107,799,290,0.96,2
1120,img6243.jpg,310,135,392,223,0.94,6
1121,img6243.jpg,790,216,896,316,0.93,0
1122,img8127.jpg,623,3228,1137,4032,0.93,0
1123,img8127.jpg,781,1275,1261,3310,0.93,2
1124,img8127.jpg,813,537,1531,1292,0.91,6
1125,img5356.jpg,550,1,1162,568,0.96,2
1126,img5356.jpg,519,520,698,712,0.91,0
1127,img1040.jpg,280,77,866,467,0.97,2
1128,img1040.jpg,121,359,285,509,0.93,6
1129,img1040.jpg,854,308,1031,456,0.92,0
1130,img1040.jpg,123,0,383,61,0.87,4
1131,img9735.jpg,610,309,778,573,0.95,2
1132,img9735.jpg,734,247,822,336,0.94,6
1133,img9735.jpg,563,554,654,666,0.93,0
1134,img9735.jpg,878,344,918,391,0.89,4
1135,img2424.jpg,370,273,518,613,0.95,2
1136,img2424.jpg,302,189,403,291,0.94,6
1137,img2424.jpg,497,603,594,685,0.93,0
1138,img2424.jpg,529,158,569,205,0.86,4
1139,img3245.jpg,1035,945,1645,3397,0.95,2
1140,img3245.jpg,1342,459,1866,972,0.94,6
